,category_code,crunchbase_url,description,homepage_url,image,name,namespace,offices,overview,permalink
0,enterprise,http://www.crunchbase.com/company/infer,Predictive Scoring for Sales and Marketi,http://www.infer.com,"{u'available_sizes': [[[132, 64], u'assets/images/resized/0025/4573/254573v1-max-150x150.jpg'], [[132, 64], u'assets/images/resized/0025/4573/254573v1-max-250x250.jpg'], [[132, 64], u'assets/images/resized/0025/4573/254573v1-max-450x450.jpg']], u'attribution': None}",Infer,company,"[{u'city': u'Palo Alto', u'description': u'', u'address1': u'395 Page Mill Road', u'address2': u'3rd Floor', u'longitude': None, u'country_code': u'USA', u'latitude': None, u'state_code': u'CA', u'zip_code': u'94306'}]","Infer delivers data-powered business applications that help companies win more customers. Its cloud-based solutions leverage proven data science to rapidly model the untapped data sitting in enterprises, along with hundreds of external signals from the web. Inspired by the simplicity of the consumer web, Infer manifests advanced statistics across huge data sets in applications that anyone can get up and running in just days. Customers include several of the Fortune 1000 and numerous high growth companies.",infer
1,advertising,http://www.crunchbase.com/company/datascore,Predict Your Lifetime Value,http://www.datascoreinc.com,"{u'available_sizes': [[[150, 32], u'assets/images/resized/0025/9154/259154v2-max-150x150.png'], [[250, 54], u'assets/images/resized/0025/9154/259154v2-max-250x250.png'], [[450, 98], u'assets/images/resized/0025/9154/259154v2-max-450x450.png']], u'attribution': None}",DataScore,company,[],"DataScore is a predictive analytics platform for data-driven marketers. 

We forecast customer lifetime value and predict purchase behavior, so marketers know exactly what to spend on customer acquisition and how to segment their CRM for maximum ROI.",datascore
2,software,http://www.crunchbase.com/company/7segments,Outbound Marketing Centre,http://www.7segments.com,,7SEGMENTS,company,"[{u'city': u'Kosice', u'description': u'Europe', u'address1': u'Tajovskeho 1', u'address2': u'', u'longitude': 21.2538287, u'country_code': u'SVK', u'latitude': 48.7188835, u'state_code': None, u'zip_code': u'04001'}, {u'city': u'Las Vegas', u'description': u'U.S.', u'address1': u'5348 Vegas Dr.', u'address2': u'', u'longitude': -115.214003, u'country_code': u'USA', u'latitude': 36.188535, u'state_code': u'NV', u'zip_code': u'89108'}]","7SEGMENTS is online platform for outbound marketing campaigns.

Is designed specially for retailers and e-commerce. Standardized data model enables 7SEGMENTS to leverage customer and sales data effectively. Behavioral data are used for better targeting and accurate ROI evaluation.

Major feature of 7SEGMENTS is customer segmentation what allows individual campaigns for various customer segments and delivery of better experience.

Predictive analytics features help to support 3 major goals: acquisition, x-sell & retention of customers.

Target market are small and medium businesses where solution excels in ease of use and high level of automation.",7segments
3,other,http://www.crunchbase.com/company/matchfixr,sports forecasting,http://www.matchfixr.com,,matchfixr,company,[],"
A sporting portal where information and knowledge of the game are shared freely through predictive models and visualisations. The data guides generations allowing for an insight into the outcome of a match, look at particular player’s statistics or enjoy stunning infographics - allowing for an entertaining experience.
",matchfixr
5,enterprise,http://www.crunchbase.com/company/fiscalnote,Real-Time Government Analysis Platform,http://fiscalnote.com,"{u'available_sizes': [[[150, 150], u'assets/images/resized/0027/4050/274050v8-max-150x150.png'], [[250, 250], u'assets/images/resized/0027/4050/274050v8-max-250x250.png'], [[450, 450], u'assets/images/resized/0027/4050/274050v8-max-450x450.png']], u'attribution': None}",FiscalNote,company,"[{u'city': u'Sunnyvale', u'description': u'', u'address1': u'440 N Wolfe Rd', u'address2': u'', u'longitude': -122.0130457, u'country_code': u'USA', u'latitude': 37.3834395, u'state_code': u'CA', u'zip_code': u'94085'}]","FiscalNote is a privately held company that uses artificial intelligence and big data to deliver immediate predictive analytics of governmental action to pinpoint impact. 

Its flagship platform provides real-time legislative predictive capabilities as well as enterprise collaboration and visualization tools for data on campaign finance, demographics, news, and open data to government relations professionals to help them make faster decisions. 
",fiscalnote
8,consulting,http://www.crunchbase.com/company/saberr,,http://saberr.com,"{u'available_sizes': [[[150, 150], u'assets/images/resized/0029/8954/298954v1-max-150x150.png'], [[240, 240], u'assets/images/resized/0029/8954/298954v1-max-250x250.png'], [[240, 240], u'assets/images/resized/0029/8954/298954v1-max-450x450.png']], u'attribution': None}",Saberr,company,"[{u'city': u'Southampton', u'description': u'', u'address1': u'', u'address2': u'', u'longitude': None, u'country_code': u'GBR', u'latitude': None, u'state_code': None, u'zip_code': u''}]","Saberr is a specialist in field of work-force science.

We use sophisticated mathematics and psychology to build powerful algorithms that allow us to predict the likelihood of success for working relationships. The use of computational algorithms allows us to thoroughly and accurately analyse all potential candidates in a very short timeframe.

A happy team is a more successful team. Wouldn't it be ideal if you could know in advance if a team was going to succeed? Or if a new recruit was destined to fit in perfectly with the rest of the company? Saberr allow you to measure the future performance of a new team or recruit based on the relevant interpersonal relationships.

Our innovative methods are specifically designed to bring individuals together in ways that increase productivity, communication and innovation. The teams we design gel instantly, and the recruits we select go on to do great things for their companies.

Backed by the University of Southampton, we are using our three flagship products to great effect in the field of work-force science.",saberr
9,other,http://www.crunchbase.com/company/data-systemics,Evaluation for social risk management,,"{u'available_sizes': [[[150, 93], u'assets/images/resized/0028/0698/280698v2-max-150x150.png'], [[250, 156], u'assets/images/resized/0028/0698/280698v2-max-250x250.png'], [[450, 281], u'assets/images/resized/0028/0698/280698v2-max-450x450.png']], u'attribution': None}",Data Systemics,company,[],"Data Systemics is the cornerstone of evaluation for socially-aware financial services.

The Data Systemics Insight Engine uses advanced analytic methods and the power of internet community to revolutionize the basic assumptions of risk management. We make the improvements of Social Risk Management increasingly accessible to individuals and firms.",data-systemics
0,software,http://www.crunchbase.com/company/korl8,Customer Experience Management,http://korl8.com,"{u'available_sizes': [[[150, 50], u'assets/images/resized/0027/2967/272967v2-max-150x150.png'], [[250, 84], u'assets/images/resized/0027/2967/272967v2-max-250x250.png'], [[450, 151], u'assets/images/resized/0027/2967/272967v2-max-450x450.png']], u'attribution': None}",korl8,company,"[{u'city': u'Seattle', u'description': u'Headquarters', u'address1': u'720 Third Avenue, Suite 800', u'address2': u'', u'longitude': None, u'country_code': u'USA', u'latitude': None, u'state_code': u'WA', u'zip_code': u'98104'}]"," korl8 provides a new Customer Experience Management (CEM) solution. CEM is the practice of capturing and analyzing what a company's customers are experiencing with a goal of improving experiences and loyalty. korl8’s CEM platform captures customer data from multiple touch points (point of sale, web sites, surveys, social media, mobile apps, etc.), and analyzes that data to gauge customer sentiment. We then make predictions that companies can use to influence customer behavior and, in turn, increase retention and monetization. korl8 shows companies where to invest to maximize customer loyalty, how to turn everyday customers into delighted customers, and even help recover unsatisfied customers. Our cloud based software product delivers amazing service and apps to help companies visualize and monetize their customers.",korl8
2,games_video,http://www.crunchbase.com/company/integralreach,Predictive Analytics,http://www.integralreach.com,"{u'available_sizes': [[[150, 35], u'assets/images/resized/0027/4828/274828v2-max-150x150.png'], [[250, 59], u'assets/images/resized/0027/4828/274828v2-max-250x250.png'], [[450, 107], u'assets/images/resized/0027/4828/274828v2-max-450x450.png']], u'attribution': None}",IntegralReach,company,"[{u'city': u'Cambridge', u'description': u'', u'address1': u'161 First St', u'address2': u'', u'longitude': None, u'country_code': u'USA', u'latitude': None, u'state_code': u'MA', u'zip_code': u''}]","IntegralReach has developed a predictive analytics platform that integrates massive data from set-tops, smart TVs, tablets, stream servers – basically anywhere that video is consumed – enabling media companies and other inventory owners to optimize the value of the audiences that they deliver across their properties.

The cloud-based platform has been designed from the ground up to deliver timely intelligence and actionable insights that are only possible with data from millions of homes and scaled computing resources.
",integralreach
3,other,http://www.crunchbase.com/company/ananto,Big Data Analytics Solutions & Services,http://www.ananto.com,"{u'available_sizes': [[[150, 75], u'assets/images/resized/0027/6514/276514v2-max-150x150.jpg'], [[250, 125], u'assets/images/resized/0027/6514/276514v2-max-250x250.jpg'], [[450, 225], u'assets/images/resized/0027/6514/276514v2-max-450x450.jpg']], u'attribution': None}",Ananto,company,"[{u'city': u'Mumbai', u'description': u'Mumbai Office', u'address1': u'802 B, Grande Palladium', u'address2': u'Off BKC, 175 CST Road, Santacruz East', u'longitude': 72.8618866, u'country_code': u'IND', u'latitude': 19.0735176, u'state_code': None, u'zip_code': u'400098'}]","Ananto is a Big Data Analytics Solutions and Services Company, supporting firms with Data Insight, Predictive Intelligence, Technology Integration and Advisory and Professional Solutions and Services. The word ‘Ananto’ means Infinite, depicting the very nature of endless possibilities of business solutions that can be achieved using effect analytics. We believe that Big Data analytics is the next big revolution which will present infinite possibilities for businesses.

Our mantra is to convert your data to dollars for you. Data itself has no value, unless it can be harnessed smartly and transformed into deeper customer insight and channelized towards enhancement in productivity and efficiency. This deep insight into data can help organizations to Re-focus, Re-align, Re-engineer and be Relevant and Resilient.

Ananto solutions do not stop at creating reports and insights. In fact the infinite possibilities just begin at this step. Our senior industry experts will not only focus on identifying areas of efficiency improvement, but will also look at buying behavior patterns, risk assessments, affinity buying models, and campaign outputs and consult to help companies improve productivity and increase revenue. Above all Ananto will ensure the success of business objectives. We will walk with the customers, to  ensure  implementation  of  action  points  borne  out  of  all  the  insights generated by data and organization strategies. We will rest only once the target dollars are in the pocket. We believe that our holistic approach towards data will lead our clients to earning dollars out of efficiency and customer experience improvements and this will set us apart in the Analytics based business solutions space.",ananto
4,enterprise,http://www.crunchbase.com/company/activity-stream,Operational Intelligence,http://www.activitystream.com,"{u'available_sizes': [[[150, 18], u'assets/images/resized/0027/7732/277732v2-max-150x150.png'], [[250, 30], u'assets/images/resized/0027/7732/277732v2-max-250x250.png'], [[450, 54], u'assets/images/resized/0027/7732/277732v2-max-450x450.png']], u'attribution': None}",Activity Stream,company,"[{u'city': u'Reykjavik', u'description': u'Headquarters', u'address1': u'Laugavegur 59', u'address2': u'', u'longitude': None, u'country_code': u'ISL', u'latitude': None, u'state_code': None, u'zip_code': u'101'}]","Activity Stream makes your organization better and more efﬁcient by turning underutilized business data into actionable intelligence and insights - in real time.

It does so by observing the actions and activity taking place 
across your organization's business systems to construct a 
complete, synthesized, picture of everything happening with 
business relevance.

With this complete view and full context Activity Stream can 
recognize patterns, opportunities and threats as they present 
themselves. 

It then provides right-time Intelligence to appropriate stakeholders so that these observations can be proactively dealt with or taken advantage of.

Activity Stream is an Operational Intelligence Layer that can 
be implemented unobtrusively on top of current IT 
infrastructure, without having to rip-and-replace any of your 
existing systems.

Mission
We help our customers gain or retain competitive advantage 
by making advanced technology available to them in a way 
that enhances their current IT infrastructure, without
disruption and operational risks.",activity-stream
5,software,http://www.crunchbase.com/company/fides,Social media predictive analytics,http://www.fidessocial.com,"{u'available_sizes': [[[150, 75], u'assets/images/resized/0028/0568/280568v2-max-150x150.jpg'], [[250, 125], u'assets/images/resized/0028/0568/280568v2-max-250x250.jpg'], [[450, 225], u'assets/images/resized/0028/0568/280568v2-max-450x450.jpg']], u'attribution': None}",Fides,company,"[{u'city': u'Kitchener', u'description': u'', u'address1': u'151 Charles St W', u'address2': u'', u'longitude': None, u'country_code': u'CAN', u'latitude': None, u'state_code': None, u'zip_code': u'N2G 1H6'}]",Fides is a social media tool that uses predictive analytics to recommend better messages for a users' audience.,fides
6,software,http://www.crunchbase.com/company/airseed,Consumer Intelligence Developer Platform,https://www.airseed.com/,"{u'available_sizes': [[[150, 150], u'assets/images/resized/0036/2386/362386v1-max-150x150.png'], [[200, 200], u'assets/images/resized/0036/2386/362386v1-max-250x250.png'], [[200, 200], u'assets/images/resized/0036/2386/362386v1-max-450x450.png']], u'attribution': None}",Airseed,company,"[{u'city': u'San Francisco', u'description': u'', u'address1': u'188 King Street #202', u'address2': u'', u'longitude': None, u'country_code': u'USA', u'latitude': None, u'state_code': u'CA', u'zip_code': u'94107'}]","Airseed is a developer platform that powers single sign-on authentication with consumer data focused tools, analytics, and intelligence. They quickly onboard, enable, and empower app developers & F500 companies to facilitate personalization and enhance user experiences.
",airseed
7,consulting,http://www.crunchbase.com/company/clear-data-analytics,Pure-play analytics solutions company,http://clear-data.in,"{u'available_sizes': [[[150, 34], u'assets/images/resized/0028/7847/287847v2-max-150x150.png'], [[250, 56], u'assets/images/resized/0028/7847/287847v2-max-250x250.png'], [[260, 59], u'assets/images/resized/0028/7847/287847v2-max-450x450.png']], u'attribution': None}",Clear-Data Analytics,company,"[{u'city': u'NOIDA', u'description': u'Headquarters', u'address1': u'B3, Second Floor', u'address2': u'Sector 2', u'longitude': None, u'country_code': u'IND', u'latitude': None, u'state_code': None, u'zip_code': u'201301'}]","ClearData Analytics, is a startup that provides pure-play analytics solutions to large businesses.

The company uses is a consulting-led approach to understand the areas of decision-gaps and uses data analytics to overcome challenges.

ClearData focuses on providing market analytics, enterprise analytics and data visualization as the three dimensions of its solutions portfolio. It helps companies traverse the journey from managing their data, to generating intelligence from it, ultimately providing them predictive and decision-centric insights

The company is presently developing applications that help companies implement rapid business intelligence and enables access to BI on-the-go through its own Mobile BI product.

To find out more about ClearData, its portfolio of services, engagement approach and the organizational thought process, please visit http://clear-data.in",clear-data-analytics
8,analytics,http://www.crunchbase.com/company/trove,Software Provider,http://www.trovedata.com,"{u'available_sizes': [[[150, 38], u'assets/images/resized/0030/8786/308786v2-max-150x150.png'], [[250, 64], u'assets/images/resized/0030/8786/308786v2-max-250x250.png'], [[450, 116], u'assets/images/resized/0030/8786/308786v2-max-450x450.png']], u'attribution': None}",TROVE Predictive Data Science,company,"[{u'city': u'Delray Beach', u'description': u'Headquarters', u'address1': u'777 E. Atlantic Avenue', u'address2': u'Suite 100', u'longitude': None, u'country_code': u'USA', u'latitude': None, u'state_code': u'FL', u'zip_code': u'33483'}, {u'city': u'Buffalo', u'description': u'Technical Office', u'address1': u'4455 Genesee St.', u'address2': u'', u'longitude': None, u'country_code': u'USA', u'latitude': None, u'state_code': u'NY', u'zip_code': u'14225'}]","TROVE Predictive Data Science – Data, Insights, Action.

TROVE (formerly GridGlo) delivers one-of-a-kind data-powered predictive science.  By fusing your data with our dynamic and powerful sources of data, then applying the absolute standard in predictive science, our relentless curiosity and attention to detail pay off for our partners in startling predictive insights and the ability to scale them.

Predictive Data Science is not just ""big data analytics"" or ""business intelligence"" - it’s the next level of insights to be delivered by combining innovative data sources with state-of-the-art analytical methods.  Predictive Data Science provides previously unavailable insights combining the disciplines of statistics, engineering, operations research, computer science, and others, while utilizing the techniques of data mining, machine learning, and mathematical optimization 

Our platform delivers solutions to our partners in the form of demand forecasting, program optimization, fraud identification, and customer segmentation.  The actionable insights are delivered to the user via simple web interface tools designed with the end user in mind.  

Experts and partners, making data do what you know is possible and more. ",trove
9,analytics,http://www.crunchbase.com/company/knowledgent,Knowledgent,http://www.knowledgent.com,,Knowledgent,company,"[{u'city': u'', u'description': u'New York', u'address1': u'', u'address2': u'', u'longitude': None, u'country_code': u'USA', u'latitude': None, u'state_code': None, u'zip_code': u''}, {u'city': u'', u'description': u'New Jersey', u'address1': u'', u'address2': u'', u'longitude': None, u'country_code': u'USA', u'latitude': None, u'state_code': None, u'zip_code': u''}, {u'city': u'', u'description': u'Boston', u'address1': u'', u'address2': u'', u'longitude': None, u'country_code': u'USA', u'latitude': None, u'state_code': None, u'zip_code': u''}]","Knowledgent maximizes the value of information for business optimization through the use of high-impact analytics and latest data management capabilities.  Its key differentiator is industry-specific domain knowledge combined with expertise in big data, predictive and semantic analysis.  The firm specializes in Financial Services, Life Sciences, Healthcare and Commercial industries.",knowledgent
1,sports,http://www.crunchbase.com/company/kitman-labs,Sports Science Software,http://kitmanlabs.com,"{u'available_sizes': [[[150, 58], u'assets/images/resized/0030/0380/300380v2-max-150x150.png'], [[250, 98], u'assets/images/resized/0030/0380/300380v2-max-250x250.png'], [[450, 176], u'assets/images/resized/0030/0380/300380v2-max-450x450.png']], u'attribution': None}",Kitman Labs,company,"[{u'city': u'Dun Laoghaire', u'description': u'Headquarters', u'address1': u'Media Cube', u'address2': u'Kill Avenue', u'longitude': None, u'country_code': u'IRL', u'latitude': None, u'state_code': None, u'zip_code': u''}]","Kitman Labs is a sports science company building the next generation of athlete management software.

Its first product, Injury Profiler, predicts, manages, and reduces the risk of injury in professional athletes.

Supported by Enterprise Ireland, and built in conjunction with the School of Statistics at Trinity College, we've developed a set of predictive algorithms which analyse key indicators of risk. The system becomes more accurate over time through statistical modelling and machine learning techniques.



",kitman-labs
3,analytics,http://www.crunchbase.com/company/avansera,FMCG analytics & digital marketing,http://www.avansera.com,,Avansera,company,"[{u'city': u'Helsinki', u'description': u'', u'address1': u'Erottajankatu 11B', u'address2': u'', u'longitude': None, u'country_code': u'FIN', u'latitude': None, u'state_code': None, u'zip_code': u'00130'}]",Avansera delivers real-time predictive analytics and targeted digital marketing solutions for FMCG companies to improve their marketing and supply chain processes. Consumer actions and purchase data is recorded live from active user interaction with Avansera's Ostosnero (ShopperStar) grocery shopping information and optimization platform. ,avansera
5,analytics,http://www.crunchbase.com/company/transmetrics,Software Company,http://transmetrics.eu/,"{u'available_sizes': [[[150, 150], u'assets/images/resized/0031/7525/317525v2-max-150x150.png'], [[250, 250], u'assets/images/resized/0031/7525/317525v2-max-250x250.png'], [[340, 340], u'assets/images/resized/0031/7525/317525v2-max-450x450.png']], u'attribution': None}",Transmetrics,company,"[{u'city': u'Sofia', u'description': u'Headquarter', u'address1': u'Krum Popov 58', u'address2': u'', u'longitude': 23.3251958, u'country_code': u'BGR', u'latitude': 42.6803524, u'state_code': None, u'zip_code': u'1421'}]","Transmetrics brings big data to the transport and logistics industry to improve capacity optimization, reduce costs and  CO2 emissions. It is a new big data startup from Europe and they focus solely on the € 5.4 trillion transport and logistics industry. The startup received pre-seed funding from the European LAUNCHub Fund to accelerate their business and prepare for public launch. 

The predictive analytics software that they are developing is a Software-as-a-Service product that help transport companies predict future shipping volumes. The software learns from past shipping histories and use external forecasts to make predictions.

They state that transport industry such as trucks, planes, trains or ships have an average of 40% unused capacity. Therefore they have developed this game-like simulation product, that will enable network managers to gain a significant extra capacity utilization, which could result in millions EUR of savings.

Transmetrics was founded early 2013 by Asparuh Koev - CEO, Anna Shaposhnikova - CCO, Rado Nikolov - CTO, and Alexander Petkov - Head of Customer Implementations. Currently they are working on a closed beta program with one of the top 15th transport and logistics companies in the world to test the product. They have a strong management team, backed with industry experience and advisers.
",transmetrics
6,analytics,http://www.crunchbase.com/company/predikt,Talent Prediction Engine,http://predikt.co,"{u'available_sizes': [[[150, 150], u'assets/images/resized/0032/3082/323082v2-max-150x150.png'], [[250, 250], u'assets/images/resized/0032/3082/323082v2-max-250x250.png'], [[450, 450], u'assets/images/resized/0032/3082/323082v2-max-450x450.png']], u'attribution': None}",Predikt,company,[],"Predikt is a Talent Prediction Engine which analyzes a pool of candidates and quantitatively predicts the potential fit for job positions. 

Think of the thousands of resumes in your internal database and thousands of other prospective applicants, how would you find out the best and the brightest ? Most of the current tools match the keywords in candidate resume/profile to determine if they are a fit, what about those individuals who miss out on those keywords ? Predikt powers employers to discover talent which otherwise gets filtered with current systems. 
 
Our prediction algorithm assigns a Predikt Score to user profiles by analyzing hundreds of signals. The quantitative and analytics approach for discovering talent has the potential of significantly reducing the time to hire.
",predikt
7,software,http://www.crunchbase.com/company/pymetrics,Neuroscience- Human Capital Management,http://pymetrics.com,"{u'available_sizes': [[[150, 60], u'assets/images/resized/0033/0964/330964v1-max-150x150.png'], [[250, 100], u'assets/images/resized/0033/0964/330964v1-max-250x250.png'], [[269, 108], u'assets/images/resized/0033/0964/330964v1-max-450x450.png']], u'attribution': None}",Pymetrics,company,"[{u'city': u'New York', u'description': u'Office', u'address1': u'110 Fifth Avenue 5th Floor', u'address2': u'', u'longitude': None, u'country_code': u'USA', u'latitude': None, u'state_code': u'NY', u'zip_code': u'10011'}]","Pymetrics was started by neuroscientists seeking to apply neuroscience-based assessment to the field of human capital management.
pymetrics aims to make human capital management more scientific with the goal of improved outcomes for job seekers and employees, as well as firms. pymetrics believes that employees and firms are both more productive when both fit and performance are enhanced.
pymetrics accomplishes this goal by using cutting-edge, neuroscience-based software tools developed, tested and refined in the lab and clinic over the last decade.
pymetrics offers a multi-stage software platform to improve hiring, retention and development of employees.
pymetrics targets human capital-intensive businesses, such as consulting, financial service, and technology firms.
",pymetrics
8,analytics,http://www.crunchbase.com/company/foretold,Behavioral profiling,http://foretold.me,"{u'available_sizes': [[[150, 39], u'assets/images/resized/0033/3196/333196v2-max-150x150.png'], [[250, 65], u'assets/images/resized/0033/3196/333196v2-max-250x250.png'], [[300, 79], u'assets/images/resized/0033/3196/333196v2-max-450x450.png']], u'attribution': None}",Foretold,company,"[{u'city': u'Tel Aviv', u'description': u'', u'address1': u'', u'address2': u'', u'longitude': None, u'country_code': u'ISR', u'latitude': None, u'state_code': None, u'zip_code': u''}]","Foretold is a a platform for profiling users by habits, foretelling their actions. 

Things are not as they seems, we no longer exercise twice a week and our profile picture is not that recent. Foretold aims to profile your users by their actual habits providing you with an accurate profile from day 1.   

Foretold provides a disruptive approach by profiling by habits enabling approaching your customers with the correct message at the correct time providing a higher CPA yield.

Foretold platform solution consists of the following elements: 
 Behavior learning– a robust distributed collection mesh observing behavior patterns. 
 Analytic engine – continuously analyzing and deducting profile insights. 
 Inheriting rule base – define genetic rules to provide a learning profiling process. 
 Zero day profiling – Leverage the Foretold insight to generate value from day one with no customer learning curve. ",foretold
9,software,http://www.crunchbase.com/company/operating-analytics,Ops management software for hospitals,http://operatinganalytics.com,"{u'available_sizes': [[[150, 59], u'assets/images/resized/0033/7983/337983v2-max-150x150.png'], [[250, 99], u'assets/images/resized/0033/7983/337983v2-max-250x250.png'], [[450, 179], u'assets/images/resized/0033/7983/337983v2-max-450x450.png']], u'attribution': None}",Operating Analytics,company,"[{u'city': u'Cambridge', u'description': u'Cambridge HQ', u'address1': u'One Cambridge Center', u'address2': u'5th Floor', u'longitude': None, u'country_code': u'USA', u'latitude': None, u'state_code': u'MA', u'zip_code': u'02142'}]","Operating Analytics' product, OR Forecast, gives surgical departments a daily forecast of operating room utilization.",operating-analytics
0,analytics,http://www.crunchbase.com/company/graphflow,Product and user recommendations,http://graphflow.com,"{u'available_sizes': [[[150, 35], u'assets/images/resized/0033/9618/339618v2-max-150x150.png'], [[250, 58], u'assets/images/resized/0033/9618/339618v2-max-250x250.png'], [[400, 94], u'assets/images/resized/0033/9618/339618v2-max-450x450.png']], u'attribution': None}",Graphflow,company,[],This is a company which is aimed to provide their clients' customers with personalised recommendations so as to increase their clients' bottom-line and enhance their customers' experience.,graphflow
2,analytics,http://www.crunchbase.com/company/rapidminer,Predictive analytics on open stack,http://www.rapidminer.com,"{u'available_sizes': [[[150, 41], u'assets/images/resized/0034/9495/349495v2-max-150x150.jpg'], [[250, 68], u'assets/images/resized/0034/9495/349495v2-max-250x250.jpg'], [[349, 96], u'assets/images/resized/0034/9495/349495v2-max-450x450.jpg']], u'attribution': None}",RapidMiner,company,"[{u'city': u'Burlington', u'description': u'US HQ', u'address1': u'15 New England Executive Park', u'address2': u'', u'longitude': None, u'country_code': u'USA', u'latitude': None, u'state_code': u'MA', u'zip_code': u'01803'}, {u'city': u'44227 Dortmund', u'description': u'Founding HQ', u'address1': u'Stockumer Str. 475', u'address2': u'', u'longitude': None, u'country_code': u'DEU', u'latitude': None, u'state_code': None, u'zip_code': u''}]","Pioneering advanced analytics vendor RapidMiner, formerly Rapid-I, is redefining how business analysts use Big Data to predict the future. With an open source heritage, RapidMiner is one of today’s most widely known and used predictive analytics platforms, providing powerful solutions for a wide variety of industries.",rapidminer
3,enterprise,http://www.crunchbase.com/company/yhat,,http://yhathq.com,"{u'available_sizes': [[[150, 83], u'assets/images/resized/0034/9506/349506v2-max-150x150.png'], [[250, 138], u'assets/images/resized/0034/9506/349506v2-max-250x250.png'], [[450, 250], u'assets/images/resized/0034/9506/349506v2-max-450x450.png']], u'attribution': None}",Yhat,company,"[{u'city': u'New York', u'description': u'Headquarters', u'address1': u'', u'address2': u'', u'longitude': None, u'country_code': u'USA', u'latitude': None, u'state_code': u'NY', u'zip_code': u''}]","Yhat is a cloud solution for deploying predictive analytics at your company. Data scientists create pipelines to ingest and clean data and train and deploy models. Models are instantly accessible via REST, low latency streaming API, and batch mode.",yhat
4,analytics,http://www.crunchbase.com/company/uplytic,Predictive Analytics for Pharma Sales,http://uplytic.com,"{u'available_sizes': [[[150, 52], u'assets/images/resized/0036/4832/364832v2-max-150x150.png'], [[250, 88], u'assets/images/resized/0036/4832/364832v2-max-250x250.png'], [[450, 158], u'assets/images/resized/0036/4832/364832v2-max-450x450.png']], u'attribution': None}",Uplytic,company,"[{u'city': u'San Francisco', u'description': u'', u'address1': u'548 Market St, Ste. #46809', u'address2': u'', u'longitude': None, u'country_code': u'USA', u'latitude': None, u'state_code': u'CA', u'zip_code': u'94104'}]","[Uplytic](http://uplytic.com)  applies validated predictive analysis to pharma customer data and delivers mobile, real time decision tools for sales teams and leadership.

We put **big data** to work by modelling customer behaviors across sales teams and iterating increasingly precise statistical analysis to drive activities and messaging that deliver results.",uplytic
5,health,http://www.crunchbase.com/company/720,Future of Occupational Health,http://720.fi/,"{u'available_sizes': [[[150, 150], u'assets/images/resized/0036/3928/363928v1-max-150x150.png'], [[200, 200], u'assets/images/resized/0036/3928/363928v1-max-250x250.png'], [[200, 200], u'assets/images/resized/0036/3928/363928v1-max-450x450.png']], u'attribution': None}",720°,company,"[{u'city': u'', u'description': u'Headquarters', u'address1': u'Arkadiankatu 28 Helsinki, 00100', u'address2': u'', u'longitude': None, u'country_code': u'FIN', u'latitude': None, u'state_code': None, u'zip_code': u''}]",This is a company which is making workplaces better! At 720° They are employing technology to help understanding & improving interiors.,720
1,ecommerce,http://www.crunchbase.com/company/zafu-com,eCommerce personalization/recommendation,http://www.zafu.com,"{u'available_sizes': [[[150, 56], u'assets/images/resized/0007/8479/78479v2-max-150x150.png'], [[160, 60], u'assets/images/resized/0007/8479/78479v2-max-250x250.png'], [[160, 60], u'assets/images/resized/0007/8479/78479v2-max-450x450.png']], u'attribution': None}",Zafu,company,"[{u'city': u'Berkeley', u'description': u'', u'address1': u'1831 Solano Avenue, #7231', u'address2': u'', u'longitude': None, u'country_code': u'USA', u'latitude': None, u'state_code': u'CA', u'zip_code': u'94707'}]","At Zafu, there is real science behind the art of finding the perfect clothes. 
 
A combination personalization engine and recommendation engine, Zafu removes the barriers to conversion by personalizing how shoppers discover your products. 

Like Pandora or Netflix - for ecommerce, Zafu enables e-commerce retailers to create a personalized shopping experience that tailors content to each individual shopper on a 1-to-1 basis. The platform user experience inspires shoppers to spend more time on your site engaging with “your” products, and helps them discover what “they” like. 

Drawn on 15 years of comprehensive research in apparel fit performance analysis & consulting for 15 of the top 20 apparel companies in the US – Zafu is leveraging big-data and consumer insights – to create algorithms that have already matched 13 million shoppers to clothes they love.",zafu-com
2,software,http://www.crunchbase.com/company/objective-logistics,Retail Optimization Software,http://www.objectivelogistics.com,"{u'available_sizes': [[[150, 41], u'assets/images/resized/0011/0919/110919v5-max-150x150.jpg'], [[189, 52], u'assets/images/resized/0011/0919/110919v5-max-250x250.jpg'], [[189, 52], u'assets/images/resized/0011/0919/110919v5-max-450x450.jpg']], u'attribution': None}",Objective Logistics,company,"[{u'city': u'Boston', u'description': u'', u'address1': u'109 Kingston St.', u'address2': u'', u'longitude': None, u'country_code': u'USA', u'latitude': None, u'state_code': u'MA', u'zip_code': u'02111'}]","Objective Logistics is a Google and Atlas Venture-funded company that helps lift sales and improve the guest experience in restaurants, retail stores, and other industries nation-wide. 

MUSE, a web-based software platform, motivates, measures, and mentors staff, giving them real-time rewards and active, up-to-the-minute data on their performance. Our ranking platform is combined with an automated service that rewards top performers with their preferred shifts and other non-monetary compensation. We marry the power of big-data with proven game theory (and a little healthy competition) to drive significant, unrivaled results. 

MUSE, a moneyball-esque Performance Management tool is now commercially available for the restaurant industry and is in development for leading enterprises in a variety of new markets.",objective-logistics
